dataset	architecture	distractor_name	cap_len	token_pos	corr_max	corr_mean	corr_min	corr_num_neg	corr_num_pos	dist_max	dist_mean	dist_min	dist_num_neg	dist_num_pos
mscoco	pre	med	11	6	7.9975953	-9.109303	-15.329232	8739.1	52.9	7.0371165	-8.251304	-14.116603	8737.8	54.2
mscoco	pre	med	11	7	8.41849	-8.28853	-14.580626	8718.039583333333	73.96041666666666	7.6267853	-7.650825	-13.641084	8720.922916666666	71.07708333333333
mscoco	pre	med	11	8	8.628239	-9.235109	-15.799951	8738.039583333333	53.96041666666667	8.185069	-8.384617	-14.631148	8734.3875	57.6125
mscoco	pre	med	11	9	9.016786	-8.839345	-15.508602	8730.19375	61.80625	8.4082155	-8.069224	-14.358545	8727.254166666668	64.74583333333334
mscoco	pre	med	11	10	9.433244	-7.176921	-13.559211	8666.029166666667	125.97083333333333	7.6273866	-6.588061	-12.667652	8660.241666666667	131.75833333333333
mscoco	pre	med	11	11	9.198625	-10.488674	-17.238186	8758.4	33.6	8.517868	-9.574046	-15.896942	8757.24375	34.75625
mscoco	pre	med	12	0	8.737537	-6.1290617	-11.252887	8701.34306569343	90.65693430656934	8.805976	-6.3462734	-11.608969	8706.226277372263	85.77372262773723
mscoco	pre	med	12	1	7.6702657	-5.3644814	-10.838872	8621.591240875912	170.4087591240876	7.5921907	-5.490843	-11.003022	8624.985401459853	167.01459854014598
mscoco	pre	med	12	2	8.831276	-7.197395	-12.563492	8725.12408759124	66.87591240875912	8.147046	-6.8075423	-12.208648	8721.277372262773	70.72262773722628
mscoco	pre	med	12	3	9.228333	-6.651957	-12.251151	8669.474452554745	122.52554744525547	7.5801315	-6.398698	-12.009256	8670.12408759124	121.87591240875912
mscoco	pre	med	12	4	7.5637813	-7.9129815	-13.645717	8712.29197080292	79.7080291970803	6.744703	-7.2433476	-12.886104	8705.722627737227	86.27737226277372
mscoco	pre	med	12	5	7.746855	-9.424112	-15.504659	8735.664233576643	56.33576642335766	7.109205	-8.845365	-14.8285265	8735.459854014598	56.54014598540146
mscoco	pre	med	12	6	8.338024	-8.29859	-14.363881	8728.357664233577	63.64233576642336	7.7715397	-7.880368	-13.873365	8728.839416058394	63.160583941605836
mscoco	pre	med	12	7	9.385189	-8.686519	-14.949673	8733.839416058394	58.160583941605836	9.278645	-8.186534	-14.35641	8729.357664233577	62.64233576642336
mscoco	pre	med	12	8	8.732444	-8.767283	-15.042926	8737.357664233577	54.64233576642336	8.340861	-8.195011	-14.356938	8738.204379562043	53.7956204379562
mscoco	pre	med	12	9	9.327945	-8.204407	-14.792575	8705.627737226278	86.37226277372262	8.049913	-7.5347214	-13.902803	8692.07299270073	99.92700729927007
mscoco	pre	med	12	10	10.876397	-8.82487	-15.66315	8721.080291970802	70.91970802919708	8.940905	-7.9782715	-14.481289	8720.043795620439	71.95620437956204
mscoco	pre	med	12	11	10.667238	-7.6071672	-14.356687	8671.262773722628	120.73722627737226	7.7312245	-6.943717	-13.408762	8667.233576642337	124.76642335766424
mscoco	pre	med	12	12	10.3361225	-10.9947195	-18.048029	8758.620437956204	33.37956204379562	9.321972	-10.172072	-16.928822	8757.759124087592	34.24087591240876
mscoco	pre	med	13	0	9.071085	-6.305389	-11.61158	8699.478260869566	92.52173913043478	8.752519	-6.154134	-11.376184	8704.434782608696	87.56521739130434
mscoco	pre	med	13	1	7.127501	-5.4013762	-11.01335	8621.0	171.0	7.477078	-5.465443	-10.963098	8629.652173913044	162.34782608695653
mscoco	pre	med	13	2	7.3783617	-7.5343065	-13.163207	8736.782608695652	55.21739130434783	6.9667797	-6.6708207	-12.060065	8725.304347826086	66.69565217391305
mscoco	pre	med	13	3	9.590479	-6.5740256	-12.449859	8657.91304347826	134.08695652173913	8.835143	-6.263869	-11.92337	8664.521739130434	127.47826086956522
mscoco	pre	med	13	4	7.7254186	-7.199819	-13.068975	8696.478260869566	95.52173913043478	7.10722	-6.7970085	-12.71382	8694.260869565218	97.73913043478261
mscoco	pre	med	13	5	8.071364	-8.209793	-14.33753	8730.565217391304	61.43478260869565	7.5398827	-7.9855094	-13.867127	8726.565217391304	65.43478260869566
mscoco	pre	med	13	6	8.22317	-7.9156914	-13.930179	8718.826086956522	73.17391304347827	7.5902247	-7.826814	-13.84212	8721.95652173913	70.04347826086956
mscoco	pre	med	13	7	7.5215044	-7.299701	-13.352623	8687.608695652174	104.3913043478261	7.253888	-7.354489	-13.388404	8706.173913043478	85.82608695652173
mscoco	pre	med	13	8	7.4137235	-8.662412	-14.706836	8740.869565217392	51.130434782608695	7.140164	-8.462378	-14.440939	8741.478260869566	50.52173913043478
mscoco	pre	med	13	9	8.098952	-8.094458	-14.412919	8709.391304347826	82.6086956521739	7.8065033	-7.943242	-13.961799	8713.565217391304	78.43478260869566
mscoco	pre	med	13	10	8.854997	-7.6688895	-14.027945	8691.08695652174	100.91304347826087	8.475968	-7.553547	-13.933648	8689.695652173914	102.30434782608695
mscoco	pre	med	13	11	9.990149	-8.109734	-14.547739	8717.782608695652	74.21739130434783	9.368796	-7.921798	-14.29203	8719.565217391304	72.43478260869566
mscoco	pre	med	13	12	9.253924	-6.4777	-12.67565	8639.91304347826	152.08695652173913	7.933353	-6.39738	-12.310384	8646.434782608696	145.56521739130434
mscoco	pre	med	13	13	9.609123	-10.028971	-16.797403	8753.434782608696	38.56521739130435	8.861419	-9.560531	-16.0973	8753.391304347826	38.608695652173914
mscoco	pre	min	7	0	8.607097	-6.4252114	-11.731663	8708.015748031496	83.98425196850394	8.58538	-6.5029273	-11.863074	8709.330708661417	82.66929133858268
mscoco	pre	min	7	1	7.5559	-5.6758933	-11.244217	8636.433070866142	155.56692913385828	7.084567	-5.6948314	-11.303569	8633.874015748032	158.1259842519685
mscoco	pre	min	7	2	7.120356	-7.7391014	-13.209569	8724.866141732284	67.13385826771653	5.705339	-6.900397	-12.295146	8726.433070866142	65.56692913385827
mscoco	pre	min	7	3	7.561469	-8.225665	-14.184138	8711.259842519685	80.74015748031496	6.378403	-7.402371	-13.002708	8722.149606299212	69.85039370078741
mscoco	pre	min	7	4	7.0934086	-8.727118	-14.790532	8734.511811023622	57.488188976377955	6.577228	-7.8391676	-13.65689	8731.590551181102	60.40944881889764
mscoco	pre	min	7	5	8.284448	-8.017186	-14.213489	8724.669291338583	67.33070866141732	7.418217	-7.2949505	-13.150481	8721.708661417322	70.29133858267717
mscoco	pre	min	7	6	8.25724	-7.10962	-13.150043	8686.72440944882	105.2755905511811	5.972036	-6.611883	-12.367911	8693.818897637795	98.18110236220473
mscoco	pre	min	7	7	5.8214626	-9.754103	-15.999423	8753.023622047243	38.976377952755904	5.208262	-8.845621	-14.643084	8753.110236220473	38.889763779527556
mscoco	pre	min	8	0	8.755666	-6.271153	-11.452674	8707.513139695713	84.48686030428769	8.579633	-6.5657945	-11.94179	8711.51867219917	80.48132780082987
mscoco	pre	min	8	1	7.552048	-5.4271894	-10.871185	8625.106500691563	166.89349930843707	7.2278814	-5.745436	-11.32659	8638.408713692947	153.59128630705393
mscoco	pre	min	8	2	7.56428	-7.4294653	-12.85418	8720.415629322268	71.58437067773167	6.38502	-6.9223986	-12.3364525	8724.778699861687	67.22130013831259
mscoco	pre	min	8	3	8.010508	-7.628927	-13.40661	8708.129322268327	83.87067773167358	6.8009906	-7.1684637	-12.739654	8716.651452282158	75.34854771784232
mscoco	pre	min	8	4	7.593326	-7.5666623	-13.405696	8702.609958506224	89.39004149377594	6.4106846	-7.0755343	-12.724866	8701.927385892117	90.07261410788382
mscoco	pre	min	8	5	7.20347	-9.263374	-15.457356	8743.075380359613	48.92461964038728	6.377255	-8.461343	-14.376686	8745.059474412172	46.94052558782849
mscoco	pre	min	8	6	8.198567	-8.384834	-14.663333	8737.085753803596	54.91424619640387	7.4057584	-7.687489	-13.595571	8737.479253112033	54.52074688796681
mscoco	pre	min	8	7	8.116672	-6.8018475	-12.8620615	8672.22060857538	119.77939142461965	6.2998724	-6.352954	-12.117869	8677.185338865836	114.8146611341632
mscoco	pre	min	8	8	6.880003	-10.071413	-16.45694	8756.39142461964	35.60857538035961	6.0428715	-9.055575	-15.045905	8756.576763485476	35.42323651452282
mscoco	pre	min	9	0	8.692228	-6.3158703	-11.51767	8705.798026697621	86.20197330237957	8.583557	-6.6120877	-12.023645	8712.601857225769	79.39814277423099
mscoco	pre	min	9	1	7.4894385	-5.5166926	-10.968097	8627.038305281485	164.96169471851422	7.2765365	-5.775463	-11.401702	8639.393499709808	152.60650029019152
mscoco	pre	min	9	2	8.643352	-7.272671	-12.755042	8721.771909460243	70.22809053975624	7.0757775	-6.9184356	-12.441021	8725.47417295415	66.52582704585026
mscoco	pre	min	9	3	8.04194	-7.691817	-13.489778	8695.263493905977	96.73650609402206	6.7810726	-7.1780615	-12.8165245	8705.796865931516	86.2031340684852
mscoco	pre	min	9	4	7.8765635	-8.437513	-14.426946	8723.903656413233	68.09634358676726	6.8369226	-7.72487	-13.531411	8723.657573998838	68.34184561810795
mscoco	pre	min	9	5	8.29749	-8.323913	-14.461471	8718.841555426581	73.15844457341845	6.90433	-7.7458	-13.662294	8719.714451538015	72.28554846198492
mscoco	pre	min	9	6	8.3870125	-9.335385	-15.7606325	8740.233313987232	51.766686012768425	7.4450083	-8.5668335	-14.685638	8742.689495066745	49.31050493325595
mscoco	pre	min	9	7	8.648088	-8.606142	-15.033006	8734.741149158444	57.25885084155543	7.852965	-7.8816686	-14.005246	8734.043528728962	57.956471271038886
mscoco	pre	min	9	8	9.28452	-7.2002754	-13.505881	8682.560069645966	109.43993035403366	7.288458	-6.5809546	-12.569972	8679.186883343007	112.81311665699361
mscoco	pre	min	9	9	7.9379015	-10.499127	-17.129478	8757.860708067325	34.13929193267557	7.1434226	-9.376273	-15.547241	8758.330237957052	33.66976204294835
mscoco	pre	min	10	0	8.762811	-6.342916	-11.616864	8706.198868991518	85.80113100848256	8.596491	-6.5439816	-11.922081	8711.709707822809	80.29029217719133
mscoco	pre	min	10	1	7.6839666	-5.5147324	-11.034519	8626.375117813384	165.6248821866164	7.208656	-5.704441	-11.297787	8637.167766258246	154.83223374175307
mscoco	pre	min	10	2	8.018125	-7.2754173	-12.690118	8718.375117813384	73.6248821866164	6.9569592	-6.8406463	-12.271589	8722.121583411876	69.87841658812441
mscoco	pre	min	10	3	8.174753	-7.8099046	-13.615093	8700.77851083883	91.2214891611687	6.6325	-7.2749014	-12.929648	8711.626767200754	80.373232799246
mscoco	pre	min	10	4	8.197598	-8.203237	-14.205446	8713.892554194157	78.10744580584354	6.788723	-7.5828786	-13.36167	8710.848256361922	81.15174363807729
mscoco	pre	min	10	5	8.1916275	-8.702471	-14.792068	8728.026390197927	63.97360980207352	6.605053	-7.9825306	-13.8453455	8728.836946277097	63.16305372290292
mscoco	pre	min	10	6	8.165185	-9.017386	-15.3435545	8733.664467483506	58.33553251649387	7.04972	-8.232239	-14.217673	8736.413760603204	55.58623939679548
mscoco	pre	min	10	7	8.974477	-9.009949	-15.5140915	8735.788878416588	56.211121583411874	7.943374	-8.101365	-14.15385	8733.271442035815	58.72855796418473
mscoco	pre	min	10	8	9.081435	-8.458538	-14.895584	8723.056550424128	68.94344957587182	7.887006	-7.611641	-13.671058	8719.458058435439	72.54194156456174
mscoco	pre	min	10	9	9.476887	-7.273063	-13.702108	8673.279924599434	118.7200754005655	7.165394	-6.460794	-12.447226	8663.30725730443	128.69274269557022
mscoco	pre	min	10	10	9.189532	-10.54124	-17.302402	8757.995287464655	34.00471253534401	8.14492	-9.390478	-15.69793	8757.908576814327	34.09142318567389
mscoco	pre	min	11	0	8.647554	-6.268624	-11.513215	8707.0875	84.9125	8.590057	-6.5798063	-12.013265	8711.560416666667	80.43958333333333
mscoco	pre	min	11	1	7.1872177	-5.5310574	-11.025463	8628.797916666666	163.20208333333332	7.2391973	-5.7367277	-11.3499	8636.416666666666	155.58333333333334
mscoco	pre	min	11	2	8.5383625	-7.232185	-12.840822	8721.658333333333	70.34166666666667	7.427956	-6.8712716	-12.569078	8718.985416666666	73.01458333333333
mscoco	pre	min	11	3	8.724424	-7.638062	-13.508227	8702.954166666666	89.04583333333333	7.422258	-7.218496	-12.936224	8712.322916666666	79.67708333333333
mscoco	pre	min	11	4	8.093738	-7.9593396	-14.030262	8714.99375	77.00625	7.375564	-7.417438	-13.298616	8717.783333333333	74.21666666666667
mscoco	pre	min	11	5	7.682672	-8.076528	-14.201666	8707.88125	84.11875	6.7863965	-7.5783515	-13.550122	8703.814583333333	88.18541666666667
mscoco	pre	min	11	6	7.9975953	-9.109303	-15.329232	8739.1	52.9	6.9041586	-8.331278	-14.258667	8741.570833333333	50.42916666666667
mscoco	pre	min	11	7	8.41849	-8.28853	-14.580626	8718.039583333333	73.96041666666666	7.33913	-7.7184043	-13.712995	8725.05	66.95
mscoco	pre	min	11	8	8.628239	-9.235109	-15.799951	8738.039583333333	53.96041666666667	7.9136777	-8.406168	-14.636143	8736.425	55.575
mscoco	pre	min	11	9	9.016786	-8.839345	-15.508602	8730.19375	61.80625	8.293041	-8.010525	-14.306589	8725.908333333333	66.09166666666667
mscoco	pre	min	11	10	9.433244	-7.176921	-13.559211	8666.029166666667	125.97083333333333	7.4914227	-6.5819826	-12.673133	8659.335416666667	132.66458333333333
mscoco	pre	min	11	11	9.198625	-10.488674	-17.238186	8758.4	33.6	8.250941	-9.392291	-15.666538	8757.54375	34.45625
mscoco	pre	min	12	0	8.737537	-6.1290617	-11.252887	8701.34306569343	90.65693430656934	8.566301	-6.652197	-12.117318	8711.525547445255	80.47445255474453
mscoco	pre	min	12	1	7.6702657	-5.3644814	-10.838872	8621.591240875912	170.4087591240876	7.323047	-5.8214755	-11.500642	8638.05109489051	153.94890510948906
mscoco	pre	min	12	2	8.831276	-7.197395	-12.563492	8725.12408759124	66.87591240875912	8.138141	-7.1278152	-12.700989	8728.956204379561	63.043795620437955
mscoco	pre	min	12	3	9.228333	-6.651957	-12.251151	8669.474452554745	122.52554744525547	7.3196173	-6.6154017	-12.265652	8681.744525547445	110.25547445255475
mscoco	pre	min	12	4	7.5637813	-7.9129815	-13.645717	8712.29197080292	79.7080291970803	6.21383	-7.517864	-13.318705	8715.700729927008	76.2992700729927
mscoco	pre	min	12	5	7.746855	-9.424112	-15.504659	8735.664233576643	56.33576642335766	6.886021	-8.974164	-15.006676	8740.766423357663	51.23357664233577
mscoco	pre	min	12	6	8.338024	-8.29859	-14.363881	8728.357664233577	63.64233576642336	7.6542516	-7.95548	-14.06982	8730.29197080292	61.70802919708029
mscoco	pre	min	12	7	9.385189	-8.686519	-14.949673	8733.839416058394	58.160583941605836	9.04673	-8.324764	-14.513551	8733.39416058394	58.605839416058394
mscoco	pre	min	12	8	8.732444	-8.767283	-15.042926	8737.357664233577	54.64233576642336	8.169468	-8.175178	-14.3420925	8737.583941605839	54.416058394160586
mscoco	pre	min	12	9	9.327945	-8.204407	-14.792575	8705.627737226278	86.37226277372262	8.222161	-7.552595	-13.94904	8691.576642335767	100.42335766423358
mscoco	pre	min	12	10	10.876397	-8.82487	-15.66315	8721.080291970802	70.91970802919708	8.724804	-7.960436	-14.502083	8718.2700729927	73.72992700729927
mscoco	pre	min	12	11	10.667238	-7.6071672	-14.356687	8671.262773722628	120.73722627737226	7.648671	-6.8685775	-13.312172	8671.38686131387	120.61313868613139
mscoco	pre	min	12	12	10.3361225	-10.9947195	-18.048029	8758.620437956204	33.37956204379562	9.23315	-9.973057	-16.70587	8758.430656934306	33.56934306569343
mscoco	pre	min	13	0	9.071085	-6.305389	-11.61158	8699.478260869566	92.52173913043478	8.6616125	-6.5314226	-11.958362	8711.04347826087	80.95652173913044
mscoco	pre	min	13	1	7.127501	-5.4013762	-11.01335	8621.0	171.0	7.488269	-5.5681887	-11.12034	8627.478260869566	164.52173913043478
mscoco	pre	min	13	2	7.3783617	-7.5343065	-13.163207	8736.782608695652	55.21739130434783	6.8348374	-6.9806676	-12.687571	8730.652173913044	61.34782608695652
mscoco	pre	min	13	3	9.590479	-6.5740256	-12.449859	8657.91304347826	134.08695652173913	8.404875	-6.4355283	-12.214909	8665.869565217392	126.1304347826087
mscoco	pre	min	13	4	7.7254186	-7.199819	-13.068975	8696.478260869566	95.52173913043478	6.528587	-6.9016967	-12.819274	8691.0	101.0
mscoco	pre	min	13	5	8.071364	-8.209793	-14.33753	8730.565217391304	61.43478260869565	7.295093	-8.105797	-14.065167	8729.217391304348	62.78260869565217
mscoco	pre	min	13	6	8.22317	-7.9156914	-13.930179	8718.826086956522	73.17391304347827	7.4659204	-7.8850923	-13.859045	8719.0	73.0
mscoco	pre	min	13	7	7.5215044	-7.299701	-13.352623	8687.608695652174	104.3913043478261	7.0389824	-7.1759233	-13.09537	8696.478260869566	95.52173913043478
mscoco	pre	min	13	8	7.4137235	-8.662412	-14.706836	8740.869565217392	51.130434782608695	6.904102	-8.321088	-14.338246	8741.565217391304	50.43478260869565
mscoco	pre	min	13	9	8.098952	-8.094458	-14.412919	8709.391304347826	82.6086956521739	7.5124035	-7.9521575	-14.096124	8710.08695652174	81.91304347826087
mscoco	pre	min	13	10	8.854997	-7.6688895	-14.027945	8691.08695652174	100.91304347826087	8.23318	-7.3835692	-13.657031	8693.347826086956	98.65217391304348
mscoco	pre	min	13	11	9.990149	-8.109734	-14.547739	8717.782608695652	74.21739130434783	8.992505	-7.7358704	-14.064691	8702.869565217392	89.1304347826087
mscoco	pre	min	13	12	9.253924	-6.4777	-12.67565	8639.91304347826	152.08695652173913	7.5052614	-6.131297	-12.206475	8622.826086956522	169.17391304347825
mscoco	pre	min	13	13	9.609123	-10.028971	-16.797403	8753.434782608696	38.56521739130435	8.705529	-9.345794	-15.964894	8751.91304347826	40.08695652173913
mscoco	par	max	7	0	7.9810023	-6.227818	-10.840597	8688.354037267081	103.64596273291926	8.122901	-6.427264	-11.08897	8697.16149068323	94.83850931677019
mscoco	par	max	7	1	6.700855	-5.5306754	-10.662279	8577.496894409938	214.50310559006212	7.43131	-5.6073933	-10.86955	8589.012422360249	202.98757763975155
mscoco	par	max	7	2	8.618186	-7.972065	-15.269845	8715.80745341615	76.19254658385093	8.013144	-7.4257655	-14.539836	8707.47204968944	84.527950310559
mscoco	par	max	7	3	8.04543	-6.390123	-12.641574	8547.105590062112	244.8944099378882	7.6434712	-6.044512	-12.068171	8566.391304347826	225.6086956521739
mscoco	par	max	7	4	7.3588486	-8.644425	-15.839125	8713.745341614907	78.25465838509317	7.284656	-7.9694552	-14.78777	8706.0	86.0
mscoco	par	max	7	5	8.640583	-8.778827	-15.645741	8727.80745341615	64.19254658385093	8.437282	-8.240181	-14.883643	8718.732919254659	73.26708074534162
mscoco	par	max	7	6	9.145584	-7.327256	-13.621094	8668.198757763976	123.80124223602485	8.115632	-6.8979053	-13.013736	8663.496894409938	128.50310559006212
mscoco	par	max	7	7	6.2833486	-9.792259	-16.815968	8742.049689440993	49.95031055900621	6.177494	-9.3501215	-16.158554	8740.198757763976	51.80124223602485
mscoco	par	max	8	0	8.156136	-6.6261907	-11.266577	8713.961791044776	78.03820895522388	8.144347	-6.7277856	-11.410045	8714.69671641791	77.30328358208955
mscoco	par	max	8	1	7.6926594	-5.5767765	-10.630539	8606.075223880596	185.924776119403	7.7013397	-5.69083	-10.807206	8611.177313432836	180.82268656716417
mscoco	par	max	8	2	8.597645	-7.1358256	-14.081184	8670.475820895523	121.52417910447761	8.331832	-7.0067644	-13.88227	8672.06985074627	119.93014925373134
mscoco	par	max	8	3	8.760759	-7.305658	-13.653903	8662.124179104478	129.8758208955224	8.410155	-7.167639	-13.426803	8667.256119402986	124.74388059701492
mscoco	par	max	8	4	8.053958	-7.3546686	-13.73125	8668.035820895522	123.96417910447761	7.7748137	-7.2019696	-13.524209	8665.512835820895	126.48716417910448
mscoco	par	max	8	5	7.951082	-9.070696	-16.860456	8726.611343283583	65.38865671641791	7.8602605	-8.894927	-16.584814	8727.518208955224	64.48179104477612
mscoco	par	max	8	6	8.154112	-8.817505	-15.515732	8732.673432835822	59.3265671641791	8.00917	-8.6308975	-15.249569	8731.142686567164	60.857313432835824
mscoco	par	max	8	7	8.264647	-7.153357	-13.531144	8663.363582089552	128.63641791044776	7.713681	-7.0646343	-13.338311	8666.114029850747	125.88597014925374
mscoco	par	max	8	8	7.3141055	-9.587704	-16.464792	8741.394626865671	50.60537313432836	7.157803	-9.416019	-16.199638	8741.711641791046	50.28835820895522
mscoco	par	max	9	0	8.27817	-6.4120865	-10.997859	8707.964694182	84.03530581800099	8.243595	-6.587401	-11.231038	8710.585280954749	81.41471904525112
mscoco	par	max	9	1	7.7549477	-5.4553394	-10.531884	8602.154649428145	189.8453505718548	7.810433	-5.612443	-10.758837	8609.047737444058	182.95226255594233
mscoco	par	max	9	2	9.922794	-6.709064	-13.714155	8668.223272003977	123.77672799602188	9.395361	-6.65798	-13.631893	8672.07011437096	119.92988562904029
mscoco	par	max	9	3	8.735512	-7.2570906	-13.731994	8654.499751367479	137.50024863252114	8.444875	-7.1587324	-13.561606	8659.787667826951	132.21233217304822
mscoco	par	max	9	4	8.367578	-8.313794	-15.031231	8700.973147687717	91.02685231228244	8.204141	-8.137452	-14.782614	8700.34659373446	91.65340626553953
mscoco	par	max	9	5	9.094197	-8.312204	-15.7325	8701.811536548981	90.18846345101939	8.746017	-8.151819	-15.463665	8700.448533068125	91.55146693187469
mscoco	par	max	9	6	9.15991	-9.449675	-17.827671	8733.586772749875	58.413227250124315	9.026234	-9.276144	-17.566233	8734.373446046742	57.62655395325709
mscoco	par	max	9	7	8.371255	-8.7494	-15.351471	8728.74142217802	63.25857782197912	8.208676	-8.628072	-15.183446	8729.507210343112	62.49278965688712
mscoco	par	max	9	8	9.438023	-7.3799667	-14.509781	8670.84186971656	121.15813028344107	8.841234	-7.2596693	-14.280585	8671.709597215317	120.29040278468423
mscoco	par	max	9	9	8.557526	-9.465052	-16.510307	8739.93635007459	52.063649925410246	8.399465	-9.293756	-16.220701	8740.775733465938	51.22426653406266
mscoco	par	max	10	0	8.305269	-6.446403	-11.051157	8708.839537869062	83.1604621309371	8.273924	-6.630901	-11.312234	8710.531450577664	81.46854942233632
mscoco	par	max	10	1	7.8521266	-5.4804993	-10.591498	8600.797175866495	191.2028241335045	7.945881	-5.645074	-10.833607	8606.422336328627	185.57766367137356
mscoco	par	max	10	2	9.013699	-6.815734	-13.585982	8660.761232349165	131.2387676508344	8.704003	-6.739065	-13.418432	8664.264441591784	127.73555840821567
mscoco	par	max	10	3	8.668681	-7.5166516	-14.132616	8659.952503209242	132.04749679075738	8.275527	-7.3661385	-13.840904	8664.504492939666	127.49550706033376
mscoco	par	max	10	4	8.5895195	-7.808788	-14.521003	8684.446726572529	107.55327342747111	8.283566	-7.630565	-14.234352	8681.236200256739	110.76379974326059
mscoco	par	max	10	5	9.128746	-8.506265	-15.658126	8702.301668806162	89.69833119383826	8.740027	-8.353913	-15.379427	8702.976893453146	89.02310654685495
mscoco	par	max	10	6	9.036461	-9.059407	-16.712973	8726.274711168164	65.72528883183568	8.729734	-8.832652	-16.355862	8725.878048780487	66.1219512195122
mscoco	par	max	10	7	9.484113	-9.526214	-18.066849	8733.908857509628	58.09114249037227	9.274347	-9.315102	-17.7232	8735.432605905007	56.56739409499358
mscoco	par	max	10	8	8.85613	-8.875733	-15.753262	8724.885750962772	67.11424903722721	8.691139	-8.661885	-15.437591	8723.822849807446	68.17715019255456
mscoco	par	max	10	9	9.791164	-7.2348905	-13.932984	8655.45186136072	136.54813863928112	9.127396	-7.1004896	-13.697067	8655.910141206676	136.08985879332477
mscoco	par	max	10	10	9.464344	-9.517177	-16.459389	8744.323491655969	47.67650834403081	9.26291	-9.358623	-16.238222	8744.781771501926	47.21822849807445
mscoco	par	max	11	0	8.280303	-6.4162893	-11.031213	8706.825503355705	85.1744966442953	8.274958	-6.513399	-11.175185	8705.845637583892	86.15436241610739
mscoco	par	max	11	1	7.499068	-5.4861145	-10.559516	8598.127516778524	193.8724832214765	7.9065924	-5.576137	-10.780567	8600.530201342282	191.46979865771812
mscoco	par	max	11	2	9.532474	-6.832542	-13.585116	8684.459731543624	107.54026845637584	9.318212	-6.8426857	-13.64572	8683.926174496644	108.0738255033557
mscoco	par	max	11	3	9.844841	-7.107941	-14.153396	8671.385906040268	120.61409395973155	9.536019	-7.0786576	-14.18169	8670.94966442953	121.0503355704698
mscoco	par	max	11	4	8.776915	-7.709915	-14.215871	8688.76845637584	103.23154362416108	8.6367855	-7.6454897	-14.143319	8690.654362416108	101.34563758389261
mscoco	par	max	11	5	8.917624	-7.8258114	-14.973126	8681.439597315437	110.56040268456375	8.782882	-7.8191023	-14.951242	8683.674496644295	108.3255033557047
mscoco	par	max	11	6	8.77191	-8.856652	-16.165524	8725.671140939598	66.32885906040268	8.546384	-8.683759	-15.8682	8725.959731543624	66.04026845637584
mscoco	par	max	11	7	8.935191	-8.2850895	-15.520522	8686.073825503356	105.9261744966443	8.6987915	-8.117133	-15.338468	8689.167785234898	102.83221476510067
mscoco	par	max	11	8	7.8722744	-9.23973	-16.55289	8728.275167785236	63.7248322147651	7.9073954	-8.878376	-16.068203	8724.167785234898	67.83221476510067
mscoco	par	max	11	9	8.588248	-9.133796	-16.210484	8734.261744966443	57.738255033557046	8.380614	-8.844826	-15.775434	8731.157718120805	60.84228187919463
mscoco	par	max	11	10	9.572896	-7.2505655	-13.802362	8653.03355704698	138.96644295302013	8.908005	-6.967187	-13.447222	8646.875838926175	145.1241610738255
mscoco	par	max	11	11	9.19356	-9.947211	-16.961737	8749.697986577181	42.30201342281879	9.125751	-9.618711	-16.548645	8747.741610738254	44.258389261744966
mscoco	par	max	12	0	8.336375	-6.343114	-10.819649	8702.452054794521	89.54794520547945	8.258747	-6.6446896	-11.308652	8708.383561643835	83.61643835616438
mscoco	par	max	12	1	7.902812	-5.433741	-10.454467	8598.794520547945	193.2054794520548	7.7947063	-5.7342043	-10.861018	8615.506849315068	176.4931506849315
mscoco	par	max	12	2	11.338898	-7.165774	-15.620032	8706.493150684932	85.5068493150685	11.214481	-7.183185	-15.654328	8706.452054794521	85.54794520547945
mscoco	par	max	12	3	10.147943	-5.9389453	-11.800449	8607.86301369863	184.13698630136986	9.467019	-5.917959	-11.706258	8610.082191780823	181.91780821917808
mscoco	par	max	12	4	7.796563	-7.2330575	-13.821133	8661.493150684932	130.5068493150685	7.604114	-7.104189	-13.522783	8657.369863013699	134.63013698630138
mscoco	par	max	12	5	8.106668	-9.509272	-17.37393	8726.287671232876	65.71232876712328	7.9035797	-9.435302	-17.037062	8728.410958904109	63.58904109589041
mscoco	par	max	12	6	8.911447	-9.076758	-16.193783	8746.452054794521	45.54794520547945	8.640076	-8.944982	-15.836501	8746.561643835616	45.43835616438356
mscoco	par	max	12	7	11.322128	-9.998157	-20.148962	8754.301369863013	37.6986301369863	11.126439	-9.793753	-20.010166	8751.917808219177	40.082191780821915
mscoco	par	max	12	8	9.369999	-9.613063	-16.400805	8749.945205479453	42.054794520547944	9.308421	-9.384548	-16.260244	8748.86301369863	43.136986301369866
mscoco	par	max	12	9	8.525663	-7.890302	-14.779539	8690.27397260274	101.72602739726027	7.9857974	-7.8425303	-14.473875	8684.561643835616	107.43835616438356
mscoco	par	max	12	10	11.97935	-9.041295	-18.234707	8697.86301369863	94.13698630136986	11.434125	-8.690978	-17.314814	8690.589041095891	101.41095890410959
mscoco	par	max	12	11	11.652785	-7.6764603	-15.406692	8643.410958904109	148.58904109589042	10.436329	-7.267173	-14.919574	8630.493150684932	161.5068493150685
mscoco	par	max	12	12	9.586346	-11.227382	-18.76448	8755.068493150686	36.93150684931507	9.482689	-10.829914	-18.292452	8753.493150684932	38.50684931506849
